no,title,local_category,food_category_1st,food_category_2nd,dining_food_cate_1,dining_food_cate_2,information,isParking,isValet,isPet,isPackaging,isReservation,address,telephone,menu1,price1,menu2,price2,menu_URL,diningcode_Star,diningcode_Score,comment,comment_weight,rank_score,mon_business,mon_breaktime,tues_business,tues_breaktime,wed_business,wed_breaktime,thurs_business,thurs_breaktime,fri_business,fri_breaktime,sat_business,sat_breaktime,sun_business,sun_breaktime,latitude,longitude,img_file1,img_file2,closest_parking_name,closest_parking_address,closest_parking_latitude,closest_parking_longitude
79,몽련,성수동,한식,고깃집,고깃집,생맥주,"깔끔한, 점심식사, 저녁식사, 저녁, 점심, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울 성동구 성수동1가 656-1044 1층,0507-1353-8525,몽련도끼살,"48,000원",소세트,"103,000원",https://www.diningcode.com/profile.php?rid=MHEPwGWOD6TS,4.4,75,8,0.5,165, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,,37.54712083,127.0450582,C:\projects\blackmamba\media\79_01.jpg,C:\projects\blackmamba\media\79_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
209,고투웍 성수역점,성수,중식,중식당,차이니즈푸드,미국식,"서민적인, 점심식사, 저녁식사, 저녁, 점심, 아침, 셀프바, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 314-13,070-4848-0165,[골라] 원픽L 내맘대로 콤보,"14,300원",[골라] 원픽R 내맘대로 콤보,"12,300원",https://www.diningcode.com/profile.php?rid=r10C6EtOyvrw,5,66,3,0.5,165, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 11:30 - 21:00, 15:00 - 17:00, 12:00 - 20:00,, 12:00 - 20:00,,37.54399951,127.0536673,C:\projects\blackmamba\media\209_01.jpg,C:\projects\blackmamba\media\209_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
248,BBQ치킨 성수3점,성수,양식,치킨,치킨,,"저렴, 점심식사, 저녁식사, 저녁, 할인, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 246-1,0504-3142-0797,바사칸 윙,"23,000원",황금올리브치킨™,"20,000원",https://www.diningcode.com/profile.php?rid=yMELbUHXWrYA,5,66,1,0.5,165, 11:30 - 00:00,, 11:30 - 00:00,, 11:30 - 00:00,, 11:30 - 00:00,, 11:30 - 00:00,, 11:30 - 00:00,, 11:30 - 00:00,,37.53820934,127.0501369,C:\projects\blackmamba\media\248_01.jpg,C:\projects\blackmamba\media\248_02.jpg,강변건물공영주차장,서울 성동구 둘레길 47-5,37.53696362,127.0490666
299,리틀포레스트,성수,양식,브런치,브런치,,"깔끔한, 아침식사, 점심식사, 저녁식사, 점심, 바테이블, 반려동물동반, 배달",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동2가 299-157 2층,0507-1358-6816,샥슈카,"14,000원",당근라페&후무스플레이트,"11,000원",https://www.diningcode.com/profile.php?rid=9ojati23Vi5D,4.4,75,10,0.5,165, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,, 10:00 - 19:00,,휴무일,,37.548325,127.0537219,C:\projects\blackmamba\media\299_01.jpg,C:\projects\blackmamba\media\299_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
492,침묵을깨다,성수,카페,카페,카페,뮤직바,"캐주얼한, 점심식사, 저녁식사, 저녁, 반려동물동반",FALSE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동2가 278-49 2층,0507-1377-1021,MUSIC,0원,PUDDING,"6,000원",https://www.diningcode.com/profile.php?rid=K0QyFXrecWCi,5,66,4,0.5,165, 11:30 - 00:00,, 11:30 - 00:00,, 11:30 - 00:00,, 11:30 - 00:00,, 11:30 - 01:00,, 11:30 - 01:00,, 11:30 - 00:00,,37.54582603,127.0601618,C:\projects\blackmamba\media\492_01.jpg,C:\projects\blackmamba\media\492_02.jpg,KT성수분국 노상공영주차장,서울 성동구 성수동2가 280-50,37.54650084,127.0630074
548,오부대찌개,성수동,한식,부대찌개,부대찌개,,"존맛, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 셀프코너",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 339-136 2층,070-8805-6007,부대찌개(2인 이상),"10,000원",닭볶음탕(저녁),"30,000원",https://www.diningcode.com/profile.php?rid=tZU9i6WYwDfK,5,66,1,0.5,165, 10:00 - 21:00, 15:00 - 17:00, 10:00 - 21:00, 15:00 - 17:00, 10:00 - 21:00, 15:00 - 17:00, 10:00 - 21:00, 15:00 - 17:00, 10:00 - 21:00, 15:00 - 17:00, 10:00 - 21:00, 15:00 - 17:00, 10:00 - 21:00, 15:00 - 17:00,37.53948801,127.0546683,C:\projects\blackmamba\media\548_01.jpg,C:\projects\blackmamba\media\548_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
587,단일서울,서울숲,카페,커피,커피,카페,"깔끔한, 아침식사, 점심식사, 저녁식사, 점심, 테이크아웃",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-471,0507-1384-9779,COFFEE,"5,000원",Beans 100G,"9,000원",https://www.diningcode.com/profile.php?rid=sZsWb6Ejv3fG,4.4,75,7,0.5,165, 09:00 - 21:00,, 09:00 - 21:00,, 09:00 - 21:00,, 10:00 - 20:00,, 09:00 - 21:00,, 10:00 - 20:00,, 10:00 - 20:00,,37.54300113,127.0454697,C:\projects\blackmamba\media\587_01.jpg,C:\projects\blackmamba\media\587_02.jpg,서울숲 공영주차장,서울 성동구 성수동1가 643,37.54179124,127.0426424
651,토프레소 성수우림점,성수,카페,카페,카페,아메리카노,,FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 280-21 1층113호,02-465-5796,,,,,https://www.diningcode.com/profile.php?rid=K2GvN6606AfQ,5,66,1,0.5,165,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.5467944,127.0633155,C:\projects\blackmamba\media\651_01.jpg,C:\projects\blackmamba\media\651_02.jpg,KT성수분국 노상공영주차장,서울 성동구 성수동2가 280-50,37.54650084,127.0630074
698,에르제 성수,성수,카페,베이커리,빵,빵,"예쁜, 아침식사, 점심식사, 저녁식사, 테이크아웃, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 277-56,0507-1485-7021,크루키,"7,800원",뺑 스위스,"6,500원",https://www.diningcode.com/profile.php?rid=mMsqBp3qKOZV,4.4,75,7,0.5,165, 08:00 - 19:30,, 08:00 - 19:30,, 08:00 - 19:30,, 10:00 - 19:30,, 08:00 - 19:30,, 10:00 - 19:30,, 10:00 - 19:30,,37.54406291,127.0590148,C:\projects\blackmamba\media\698_01.jpg,C:\projects\blackmamba\media\698_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
564,타논55,성수,아시안,태국,태국음식,쌀국수,"이국적/이색적, 점심식사, 저녁식사, 저녁, 점심, 테라스, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 314-13,02-467-1330,태국쌀국수,"9,000원",느아뚠 쌀국수,"10,000원",https://www.diningcode.com/profile.php?rid=BRxnliC3PzCt,4.1,67,11,0.6,164.82, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 12:00 - 22:00,,휴무일,,37.54399951,127.0536673,C:\projects\blackmamba\media\564_01.jpg,C:\projects\blackmamba\media\564_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
196,성수속 향연,성수,중식,짜장면,짜장면,중식당,"고급스러운, 점심식사, 저녁식사, 저녁, 점심, 예약가능, 무료주차",TRUE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동2가 309-148,0507-1375-0754,군만두6조각,"6,000원",미니 탕수육,"14,000원",https://www.diningcode.com/profile.php?rid=mnfdyH0Xj9Yg,4.7,70,9,0.5,164.5, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 12:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 12:00 - 21:00, 15:00 - 17:00,휴무일,,37.54101995,127.0555025,C:\projects\blackmamba\media\196_01.jpg,C:\projects\blackmamba\media\196_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
306,성수옥상,성수동,양식,파스타,파스타,루프탑바,"예쁜, 저녁식사, 저녁, 테라스, 야외테라스, 콜키지, 반려동물동반, 주차",TRUE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동2가 272-35 4층,0507-1394-3723,옥상 수비드 부채살 스테이크,"32,000원",수비드삼겹살&알배추구이,"22,000원",https://www.diningcode.com/profile.php?rid=B1mOKEaB3avn,4.7,70,5,0.5,164.5, 17:00 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,, 16:00 - 00:00,, 17:00 - 00:00,, 16:00 - 00:00,, 16:00 - 00:00,,37.54127378,127.0609454,C:\projects\blackmamba\media\306_01.jpg,C:\projects\blackmamba\media\306_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
641,모센즈스위트 성수점,성수,카페,카페,카페,카이막,"예쁜, 점심식사, 저녁식사, 저녁, 점심, 아침, 테라스, 정원",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 339-137,0507-1369-7930,쿠나파,"7,000원",크림 쿠나파,"7,000원",https://www.diningcode.com/profile.php?rid=DCMpk9zSjmPP,4.7,70,3,0.5,164.5, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,,37.53950557,127.0548851,C:\projects\blackmamba\media\641_01.jpg,C:\projects\blackmamba\media\641_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
580,베티버,성수,카페,디저트,크로플,아이스크림,"깔끔한, 아침식사, 점심식사, 저녁식사, 저녁, 아침, 테이크아웃, 반려동물동반, 배달",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동2가 339-71,0507-1340-4079,아이스크림 라떼,"7,000원",흑임자크림라떼,"6,500원",https://www.diningcode.com/profile.php?rid=f8KRI3nyBldk,4.5,73,10,0.5,164.25, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,, 10:00 - 22:00,,37.5389607,127.0531836,C:\projects\blackmamba\media\580_01.jpg,C:\projects\blackmamba\media\580_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
600,클레멘타인,서울숲,카페,카페,카페,플라워카페,"예쁜, 정원",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 685-490,0507-1367-3511,플라워라떼(SG)_ice only,"7,500원",모히토(Mojito),"8,000원",https://www.diningcode.com/profile.php?rid=0etWjnIBDECn,4.5,73,8,0.5,164.25, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,,37.54752934,127.0398077,C:\projects\blackmamba\media\600_01.jpg,C:\projects\blackmamba\media\600_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
402,체다앤올리,서울숲,양식,브런치,브런치,,"캐주얼한, 아침식사, 점심식사, 저녁식사, 테라스, 테이크아웃, 야외테라스, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-696,0507-1494-1068,죠리퐁라떼,"7,500원",칠리쉬림프샌드위치,"16,000원",https://www.diningcode.com/profile.php?rid=rsdUPOA0R16Y,4.3,76,6,0.5,163.4, 10:00 - 19:30,, 10:00 - 19:30,, 10:00 - 19:30,, 10:00 - 19:30,, 10:00 - 19:30,, 09:00 - 20:00,, 09:00 - 20:00,,37.54578435,127.0424769,C:\projects\blackmamba\media\402_01.jpg,C:\projects\blackmamba\media\402_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
90,사람사는 고깃집 김일도 성수점,성수,한식,고깃집,고깃집,삼겹살,"시끌벅적한, 점심식사, 저녁식사, 저녁, 점심, 셀프바, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 317-15,02-499-1123,김일도 한판(700g),"58,000원",한우1++모듬(부채살제외),"79,000원",https://www.diningcode.com/profile.php?rid=z4VY56b2sUzO,4.6,71,7,0.5,163.3, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 11:30 - 22:00, 15:00 - 17:00, 12:30 - 22:00,,37.5429534,127.0568378,C:\projects\blackmamba\media\90_01.jpg,C:\projects\blackmamba\media\90_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
98,고공,성수,한식,삼겹살,삼겹살,목살,"캐주얼한, 저녁식사, 저녁, 콜키지",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-1940,0507-1363-5050,고공세트(840g),"95,000원",돼지세트(540g),"49,000원",https://www.diningcode.com/profile.php?rid=Jah5Pv2dxjCw,4.6,71,8,0.5,163.3, 16:00 - 23:00,, 16:00 - 23:00,, 16:00 - 23:00,, 16:00 - 23:00,, 16:00 - 23:00,, 15:00 - 22:00,, 15:00 - 22:00,,37.54629557,127.0458574,C:\projects\blackmamba\media\98_01.jpg,C:\projects\blackmamba\media\98_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
238,성수동 양갈비,성수,중식,양꼬치,양갈비,양고기,"서민적인, 점심식사, 저녁식사, 좌식테이블, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 299-233,0507-1406-4987,양갈비,"28,000원",돼지갈비,"17,000원",https://www.diningcode.com/profile.php?rid=Xy5KngznAPgv,4.6,71,7,0.5,163.3, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00,휴무일,,37.54777654,127.0547331,C:\projects\blackmamba\media\238_01.jpg,C:\projects\blackmamba\media\238_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
409,어라운드데이,서울숲,카페,카페,카페,프렌치토스트,"깔끔한, 점심식사, 야외자리, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-483,0507-1431-8310,프렌치토스트,"8,000원",딸기 토핑 (시즌 한정),"2,500원",https://www.diningcode.com/profile.php?rid=gQGZbMDKEJst,4,68,17,0.6,163.2, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 20:00,,37.5468337,127.0413117,C:\projects\blackmamba\media\409_01.jpg,C:\projects\blackmamba\media\409_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
12,신명먹거리,뚝섬역,한식,백반,백반,반상,"서민적인, 아침식사, 점심, 아침, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 13-132,02-464-8075,백반,"8,000원",된장찌개,"9,000원",https://www.diningcode.com/profile.php?rid=mHlf7lBY4vOC,5,65,3,0.5,162.5,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.54854517,127.0485928,C:\projects\blackmamba\media\12_01.jpg,C:\projects\blackmamba\media\12_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
63,보끔당,성수,한식,닭요리,닭볶음탕,떡,"점심특선, 점심식사, 저녁식사, 저녁, 점심, 셀프바, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 300-4,0507-1412-1559,보끔당 닭볶음탕,"27,000원",묵은지 닭볶음탕,"30,000원",https://www.diningcode.com/profile.php?rid=GoJHxbuCUxFw,5,65,1,0.5,162.5, 11:00 - 23:00, 15:00 - 17:00, 11:00 - 23:00, 15:00 - 17:00, 11:00 - 23:00, 15:00 - 17:00, 11:00 - 23:00, 15:00 - 17:00, 11:00 - 23:00, 15:00 - 17:00, 12:00 - 23:00,, 12:00 - 23:00,,37.54504206,127.0557817,C:\projects\blackmamba\media\63_01.jpg,C:\projects\blackmamba\media\63_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
142,스시메이 성수역점,성수,일식,초밥,스시,,"서민적인, 점심식사, 저녁식사, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 316-1,0507-1340-4918,특메이초밥 12pcs,"18,000원",스페셜 연어광어초밥 24pcs,"38,000원",https://www.diningcode.com/profile.php?rid=LhootiE9vE6R,5,65,2,0.5,162.5, 11:00 - 22:00, 14:30 - 17:00, 11:00 - 22:00, 14:30 - 17:00, 11:00 - 22:00, 14:30 - 17:00, 11:00 - 21:00, 16:00 - 17:00, 11:00 - 22:00, 14:30 - 17:00, 11:00 - 21:00, 16:00 - 17:00, 11:00 - 21:00, 16:00 - 17:00,37.54347081,127.0544402,C:\projects\blackmamba\media\142_01.jpg,C:\projects\blackmamba\media\142_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
312,퀴바라,성수동,양식,와인바,와인바,,"분위기좋은, 저녁식사, 예약가능, 주차",TRUE,FALSE,FALSE,FALSE,TRUE,서울 성동구 성수동1가 656-1214,02-6953-0804,도미구이와 베흐블랑,"27,000원",갑오징어와 브로콜리니,"19,000원",https://www.diningcode.com/profile.php?rid=iuXa0gWTxpts,5,65,1,0.5,162.5,휴무일,, 17:00 - 23:00,, 17:00 - 23:00,, 12:00 - 23:00, 15:00 - 17:00, 12:00 - 23:00, 15:00 - 17:00, 12:00 - 23:00, 15:00 - 17:00, 12:00 - 23:00, 15:00 - 17:00,37.54217529,127.0468016,C:\projects\blackmamba\media\312_01.jpg,C:\projects\blackmamba\media\312_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
724,성수동꿀꽈배기,성수,카페,베이커리,꽈배기,찹쌀도너츠,"저렴, 아침식사, 점심식사, 저녁식사, 저녁, 아침, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 573-7 1층,02-464-0205,꽈배기 3개,"2,000원",햄 치즈핫도그,"2,000원",https://www.diningcode.com/profile.php?rid=1s7a6js3Sa5q,5,65,2,0.5,162.5, 08:30 - 19:00,, 08:30 - 19:00,, 08:30 - 19:00,, 08:30 - 19:00,, 08:30 - 19:00,, 08:30 - 19:00,,휴무일,,37.53673409,127.0575532,C:\projects\blackmamba\media\724_01.jpg,C:\projects\blackmamba\media\724_02.jpg,성수2가1동 공영주차장,서울 성동구 성덕정길 115,37.5371748,127.0561628
58,바다화원 본점,뚝섬역,한식,해물,코다리찜,해신탕,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심, 제로페이, 무료주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 14-32,0507-1365-9663,"랍★갈비해신탕(중,대)",230000~260000,문어물회(3인),"60,000원",https://www.diningcode.com/profile.php?rid=3DkafzPRAqim,4.7,69,4,0.5,162.15, 11:00 - 22:30,, 11:00 - 22:30,, 11:00 - 22:30,, 11:00 - 22:30,, 11:00 - 22:30,, 11:00 - 21:30,, 11:00 - 21:30,,37.54714642,127.0491241,C:\projects\blackmamba\media\58_01.jpg,C:\projects\blackmamba\media\58_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
92,이우 다이닝,성수,한식,고깃집,고깃집,,"깔끔한, 점심식사, 저녁식사, 저녁, 콜키지, 무료주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 16-1,02-468-4755,돼지고기 한판 1kg,"114,000원",소고기 한판 1kg,"341,000원",https://www.diningcode.com/profile.php?rid=BvXSDnRZ6hnI,4.7,69,8,0.5,162.15, 11:00 - 23:00, 15:00 - 17:00, 11:00 - 23:00, 15:00 - 17:00, 11:00 - 23:00, 15:00 - 17:00, 12:00 - 22:00, 15:00 - 17:00, 11:00 - 23:00, 15:00 - 17:00, 12:00 - 22:00, 15:00 - 17:00,휴무일,,37.54568886,127.0497983,C:\projects\blackmamba\media\92_01.jpg,C:\projects\blackmamba\media\92_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
157,규카츠정 성수점,성수동,일식,규카츠,규카츠,,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심, 바테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 314-6 지1층 101호,0507-1475-5030,규카츠 타마고텐동정식,"15,000원",규카츠 정식,"14,000원",https://www.diningcode.com/profile.php?rid=TBBXKTf36Qjs,4.7,69,8,0.5,162.15, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00,37.54458767,127.0546751,C:\projects\blackmamba\media\157_01.jpg,C:\projects\blackmamba\media\157_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
293,비스트로류,뚝섬역,양식,파스타,파스타,프랑스가정식,"캐주얼한, 점심식사, 저녁식사",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 14-48,0507-1303-1796,비프스튜와 바게뜨,"46,900원",프랑스식최고급 양갈비스테이크,"52,900원",https://www.diningcode.com/profile.php?rid=DYAqCTZkf2oj,4.7,69,4,0.5,162.15, 11:30 - 23:30, 14:30 - 17:30, 11:30 - 23:30, 14:30 - 17:30, 11:30 - 23:30, 14:30 - 17:30, 10:00 - 20:00,, 11:30 - 23:30, 14:30 - 17:30, 12:30 - 22:00, 14:30 - 17:30,휴무일,,37.54608916,127.0494042,C:\projects\blackmamba\media\293_01.jpg,C:\projects\blackmamba\media\293_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
830,권식족발,성수,한식,족발,족발,왕족발,"서민적인, 저녁식사, 저녁, 할인, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 300-64,02-465-8516,반반왕족발 중,"39,000원",매운왕족발 중,"39,000원",https://www.diningcode.com/profile.php?rid=ocOWlwSajJoB,4.7,69,5,0.5,162.15, 15:00 - 22:30,, 13:00 - 22:30,, 13:00 - 22:30,, 13:00 - 23:00,, 13:00 - 23:00,, 13:00 - 23:00,, 13:00 - 22:30,,37.54556421,127.0543971,C:\projects\blackmamba\media\830_01.jpg,C:\projects\blackmamba\media\830_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
